Project_ID,Project_Type,Target_Cost_INR,Actual_Cost_INR,Cost_Overrun_Percent,Target_Duration_Days,Actual_Duration_Days,Timeline_Overrun_Days,Project_Start_Date,Project_End_Date_Planned,Project_End_Date_Actual,Voltage_Level_kV,Line_Length_km,Number_of_Bays,Terrain_Complexity_Index,Environmental_Impact_Severity,Forest_Land_Required_Ha,Num_Required_Permits,Average_Permit_Lag_Days,Right_of_Way_Delay_Severity,Regulatory_Hotspot_Region,Labour_Cost_Estimate_INR,Material_Cost_Estimate_INR,Num_Skilled_Workers_Required,Vendor_Performance_Rating,Num_Vendor_Change_Events,Material_Availability_Issue,Annual_Rainfall_mm,Num_Extreme_Weather_Days,Commodity_Price_Index_Start,Commodity_Price_Change_During_Project,Historical_Local_Delay_Index,Escalation_Reason_Material,Escalation_Reason_Regulatory,Escalation_Reason_Manpower,Qualitative_Risk_Score,Year,Cost_Per_km_Cr,Duration_Efficiency,Risk_Flag
Hubli-Panipat Transmission Line 765/400/220kV_01072,Transmission Line,26590071366.36,26785420312.378,0.734668754086686,1092,1109,17,2009-04-01,2012-03-28,2012-04-14,220,134.7,11,Low (Urban),High,0,22,111.2,Low,Andhra Pradesh,33821422034.84,129464061359.19,3000,7.5,1,0,802,11,118,-3,2.2,0,1,1,4,2009-10,130.45,0.985,0
Smart Metering Haridwar_01073,Smart Metering,4813654425.10074,7510213545.65858,56.018959452026,1069,1151,82,2015-06-14,2018-05-18,2018-08-08,765,0,5,Moderate (Hilly),Moderate,5.115,12,81.2,Moderate,Gujarat,4013897263.32,16765918961.26,1200,4.8,4,1,651,16,119.9,6.5,2.2,1,1,1,6,2015-16,0,0.929,1
Smart Metering Haridwar_01073,Smart Metering,4813654425.10074,7510213545.65858,56.018959452026,1069,1151,82,2015-06-14,2018-05-18,2018-08-08,400,0,5,Moderate (Hilly),Moderate,5.115,12,81.2,Moderate,Gujarat,4013897263.32,16765918961.26,1200,4.8,4,1,651,16,119.9,6.5,2.2,1,1,1,6,2015-16,0,0.929,1
R&D Kolkata_01074,R&D,269194973.143313,540369368.111132,100.735311585277,499,389,-110,2022-06-21,2023-11-02,2023-07-15,132,251.8,6,Low (Plain),Medium,0,4,59.6,Medium,Uttar Pradesh,117236471.62,518679729.54,440,7.1,0,0,1115,13,100.5,5.8,2.2,0,0,1,6,2022-23,0.28,1.283,0
Aurangabad-Nagpur Transmission System 220kV_01075,Transmission System (TBCB),20375005564.659,22990946064.9695,12.8389682741871,1444,1469,25,2021-03-14,2025-02-25,2025-03-22,220,298.8,24,Medium (Undulating),High,24.0843,21,101.8,Low,Eastern Region,17906525242.28,120813821323.86,3000,6.7,2,0,939,9,97.2,5.3,3,1,1,1,5,2021-22,39.14,0.983,0
Hapur-Coimbatore HVDC Transmission Line 400kV_01076,HVDC Transmission Line,43311739930.9986,41461174340.0199,-4.27266508786495,1788,1852,64,2016-06-14,2021-05-07,2021-07-10,400,711,8,Low (Plain),Low,0,38,142.9,Low,Jharkhand,50731293412.76,210553997907.51,3000,3.5,2,0,1461,26,100,12.8,2.9,0,1,1,9,2016-17,53.81,0.965,1
Luck0w-Mumbai Transmission Line 400kV Phase-IV_01077,Transmission Line,16913519043.6699,16518594084.5722,-2.33496623664198,263,100,-163,2009-01-11,2009-10-01,2009-04-21,400,211.2,10,Moderate,Low,36.2526,21,133.4,High,Maharashtra,15415650114.83,98273088069.14,3000,6.6,0,0,1200,15,103.5,7.5,2.4,0,1,1,8,2009-10,65.77,2.63,1
Karnal-Ramgarh Transmission System 132kV Phase-IV_01078,Transmission System (TBCB),2831435724.58544,4249341043.42209,50.0772560904327,1212,1245,33,2014-04-18,2017-08-12,2017-09-14,132,11.7,34,High (Hilly),Low,5.5953,13,75.1,Low,Gujarat,1713494300.17,6518738459.12,623,7.7,0,1,839,13,95.3,-0.6,2.1,0,0,0,8,2014-15,76.22,0.973,0
Communication System Ladakh_01079,Communication System,1207630618.50558,2557738363.946,111.798071757335,665,1131,466,2013-02-23,2014-12-20,2016-03-30,400,152.3,0,High (Hilly),Low,32.3103,9,60.5,Medium,Ladakh,523743446.03,3227079343.24,526,4.5,3,1,113,10,104.3,7.6,2.5,1,0,1,5,2013-14,2.8,0.588,1
Pune-Jalandhar Transmission System 765/400/220kV_01080,Transmission System,52391181963.4127,46177710665.608,-11.8597654508803,1405,1540,135,2017-03-19,2021-01-22,2021-06-06,765,665.5,11,Low (Plains),Moderate,0,40,112.6,Medium,Tamil Nadu,55821592377.22,288054238998.02,3000,7.5,1,1,968,10,108.4,-4.3,2.2,1,1,1,7,2017-18,61.17,0.912,1
Pune-Jalandhar Transmission System 765/400/220kV_01080,Transmission System,52391181963.4127,46177710665.608,-11.8597654508803,1405,1540,135,2017-03-19,2021-01-22,2021-06-06,400,665.5,11,Low (Plains),Moderate,0,40,112.6,Medium,Tamil Nadu,55821592377.22,288054238998.02,3000,7.5,1,1,968,10,108.4,-4.3,2.2,1,1,1,7,2017-18,61.17,0.912,1
Pune-Jalandhar Transmission System 765/400/220kV_01080,Transmission System,52391181963.4127,46177710665.608,-11.8597654508803,1405,1540,135,2017-03-19,2021-01-22,2021-06-06,220,665.5,11,Low (Plains),Moderate,0,40,112.6,Medium,Tamil Nadu,55821592377.22,288054238998.02,3000,7.5,1,1,968,10,108.4,-4.3,2.2,1,1,1,7,2017-18,61.17,0.912,1
Rural Development Project Madurai_01081,CSR - Rural Development,463185574.58228,995568531.62304,114.939451108961,695,764,69,2021-01-17,2022-12-13,2023-02-20,765,0,0,Low (Plain),Moderate,0,5,15,Moderate,Maharashtra,137923909.04,946635927.47,51,7.4,2,1,1420,33,97.1,-1.6,1.9,1,0,1,7,2021-22,0,0.91,0
0ida 400kV GIS Substation_01082,Substation,7893298304.29975,10079697021.5951,27.6994309983737,767,681,-86,2017-08-04,2019-09-10,2019-06-16,400,0,9,Medium (Undulating),Moderate,5.9544,12,119,Low,Kerala,4875679846.8,29109000010.76,1950,8.3,0,0,2764,57,108,-3.5,2.2,0,1,0,4,2017-18,0,1.126,0
Chennai-0ida Transmission System 400kV Phase-I_01083,Transmission System,21312926112.0844,23302446209.6758,9.33480502455892,1007,1051,44,2022-11-17,2025-08-20,2025-10-03,400,868.9,15,Low (Plains),Moderate,0,19,79.8,Moderate,Rajasthan,22833943155.88,118360304097.62,3000,4.9,4,0,404,17,102.1,11.6,2.2,0,1,1,2,2022-23,23.4,0.958,1
Ahmedabad 220kV GIS Substation_01084,Substation,4796987577.89367,7423891564.21469,54.7615340599752,530,539,9,2013-03-11,2014-08-23,2014-09-01,220,0,50,Low (Plain),Medium,0,8,36.2,Moderate,Goa,3227431328.99,16953303983.97,981,6.7,1,0,1172,14,119.9,0.2,2,1,0,0,5,2013-14,0,0.983,0
Rural Development Project Burdwan_01085,CSR - Rural Development,319014286.031437,818739821.767433,156.646757721298,380,395,15,2015-05-28,2016-06-11,2016-06-26,400,0,0,Moderate (Hilly),Medium,3.007,5,15,Low,Madhya Pradesh,105411775.83,588901421.24,49,6.8,0,1,812,11,110.8,-3.8,1.9,0,0,0,4,2015-16,0,0.962,0
Joint Venture Project Hapur_01086,Joint Venture Project,2473178964.29723,4181704594.31602,69.0821673111021,2677,2990,313,2022-06-02,2029-09-30,2030-08-09,400,1107,4,Low (Plain),High,0,13,85.9,Low,Eastern Region,1438601877.55,5821636700.58,2942,5.2,1,1,774,15,105.3,10.7,2.1,1,1,1,7,2022-23,0.99,0.895,1
Healthcare Project Gorakhpur_01087,CSR - Healthcare,181828660.567485,421148666.246982,131.618417543518,287,520,233,2012-02-23,2012-12-06,2013-07-27,220,0,0,Low (Urban),Moderate,0,12,71.1,Moderate,West Bengal,54246778.28,310132337.25,25,3.1,0,1,1394,23,107,-0.2,3,1,0,1,3,2012-13,0,0.552,1
Srinagar-Rourkela Transmission System 400kV_01088,Transmission System (TBCB),9263956100.94269,11215927614.4079,21.0706040939315,479,498,19,2018-09-12,2020-01-04,2020-01-23,400,299.6,13,Moderate,Moderate,55.1052,13,106,Moderate,Andhra Pradesh,11012846309.36,39151176199.68,3000,6.5,1,0,1161,18,106.1,4,2.9,0,1,0,7,2018-19,18.35,0.962,0
Raichur-Meerut Transmission Line 220kV_01089,Transmission Line,9683319754.01564,11894693611.482,22.8369393311561,489,383,-106,2023-02-27,2024-06-30,2024-03-16,220,77,3,Moderate (Hilly),Low,10.9766,11,42.7,Low,Assam,11682341269.53,41369206643.64,3000,6.7,0,0,1839,25,107,11.5,3.4,1,0,0,4,2023-24,75.4,1.277,0
Solar Generation Bokaro_01090,Solar Generation,497359903.390366,1088713967.31145,118.898620473823,207,245,38,2022-08-25,2023-03-20,2023-04-27,220,67.8,5,Low (Coastal),High,0,12,64.7,Low,Assam,234768084.38,1065472534.65,211,5.1,2,1,2029,56,109.3,8.1,3.9,1,0,0,5,2022-23,2.72,0.845,1
Bilaspur-Raipur Transmission System 132kV Phase-IV_01091,Transmission System,5947572321.72875,7218254726.74677,21.3647238954242,468,356,-112,2018-01-27,2019-05-10,2019-01-18,132,736.6,44,Low (Coastal),Medium,0,15,64.9,Medium,Madhya Pradesh,5720157623.78,22980371991.46,3000,5.5,0,0,1084,10,117.4,11.6,2,0,0,0,2,2018-19,4.95,1.315,1
Kur0ol-Raichur Transmission Line 765/400kV Phase-III_01092,Transmission Line (D/C),25886504320.5832,23263141481.7411,-10.1340946091211,885,742,-143,2021-09-18,2024-02-20,2023-09-30,765,381.2,4,Medium (Undulating),Moderate,54.3466,29,128.7,Low,Tamil Nadu,29842544436.27,113673750496.57,3000,8.1,1,0,989,7,102.2,6.8,2,0,1,1,9,2021-22,40.93,1.193,0
Kur0ol-Raichur Transmission Line 765/400kV Phase-III_01092,Transmission Line (D/C),25886504320.5832,23263141481.7411,-10.1340946091211,885,742,-143,2021-09-18,2024-02-20,2023-09-30,400,381.2,4,Medium (Undulating),Moderate,54.3466,29,128.7,Low,Tamil Nadu,29842544436.27,113673750496.57,3000,8.1,1,0,989,7,102.2,6.8,2,0,1,1,9,2021-22,40.93,1.193,0
Communication System Rajasthan_01093,Telecom,275757573.797056,609305902.102781,120.957086948843,135,352,217,2019-01-08,2019-05-23,2019-12-26,132,152.3,3,Medium (Undulating),Low,35.1609,4,49.4,Medium,Rajasthan,98943253.64,606442488.54,245,7,2,1,316,18,108.3,13.8,2.2,0,0,1,1,2019-20,0.48,0.384,1
Panipat-Bokaro Transmission Line 220kV_01094,Transmission Line,14466940755.0169,16829231715.7986,16.328890819315,451,510,59,2015-06-02,2016-08-26,2016-10-24,220,351.8,4,Medium (Plateau),Low,56.8916,25,112.3,Low,Maharashtra,12558837671.23,59804848260.21,3000,6.7,2,1,1093,5,104.5,12.3,2.9,0,1,1,5,2015-16,21.22,0.884,0
Ludhiana-Bilaspur Transmission System 765kV Phase-III_01095,Transmission System,52167487555.5335,48759893975.0123,-6.53202548214305,1609,1791,182,2015-10-08,2020-03-04,2020-09-02,765,1540.7,31,Moderate,Moderate,227.1653,39,155.6,Low,Jharkhand,49551415980.4,239555446825.57,3000,6.5,0,0,1789,33,116.1,7.5,1.8,0,1,1,5,2015-16,20.39,0.898,1
Communication System Eastern Region_01096,Communication System,961959634.450539,1832732599.03067,90.5207384380016,456,510,54,2017-11-11,2019-02-10,2019-04-05,220,123.1,0,High (Hilly/Difficult),High,38.0282,19,84.9,Moderate,Eastern Region,534289629.83,2111527130.89,345,6.9,2,0,1271,17,110,9.3,2.3,0,1,0,5,2017-18,2.68,0.894,1
Cuddapah-Nashik Transmission System 400kV_01097,Transmission System,18880084368.3808,18031873925.1854,-4.49261998328736,1268,1610,342,2021-01-28,2024-07-19,2025-06-26,400,668.9,21,Low (Plains),Moderate,0,18,82.6,Moderate,Maharashtra,23009102104.52,101672079920.89,3000,4.2,1,0,1021,5,105,5,1.5,0,1,1,2,2021-22,22.22,0.788,1
Tirupati-Thiruvananthapuram Cross-Border Transmission Line 400kV_01098,Cross-Border Transmission Line,5200170702.93001,7823285968.25233,50.4428684205375,561,669,108,2015-12-15,2017-06-28,2017-10-14,400,69,2,Low (Plain),Low,0,9,71.3,Medium,Madhya Pradesh,3908816014.65,17953521933.11,1585,7.4,2,1,424,10,107.5,3.4,3.5,0,0,0,5,2015-16,29.76,0.839,0
Agra-Cuddapah HVDC Transmission Line 400kV_01099,HVDC Transmission Line,32818793328.91,28756733161.3205,-12.3772380260282,1030,1078,48,2021-08-14,2024-06-09,2024-07-27,400,499,8,Low (Plains),Low,0,32,123.7,Low,Uttar Pradesh,42925621366.55,172114313321.27,3000,8.4,0,1,1003,14,119.1,5.4,2.8,0,1,1,5,2021-22,47.6,0.955,0
Smart Metering Gandhinagar_01100,Smart Metering,3106336679.34471,4396368652.75659,41.5290455149254,745,839,94,2014-01-14,2016-01-29,2016-05-02,400,0,2,Low (Plain),Medium,0,8,65.7,Low,Gujarat,2046076843.07,10685585227.64,491,3.3,2,1,472,16,104.1,4.9,2.9,1,0,0,3,2014-15,0,0.888,1
Environment Project Rourkela_01101,CSR - Environment,73185017.30023,214430424.900822,192.997710202287,409,664,255,2019-06-04,2020-07-17,2021-03-29,220,0,0,Low (Plain),Moderate,0,8,25.1,Medium,Uttar Pradesh,16459068.82,111954762.72,25,7.6,2,1,594,6,117.3,13.1,2.3,0,0,1,4,2019-20,0,0.616,1
Communication System Maharashtra_01102,Telecom,350585484.610354,798664369.082314,127.808738279613,317,322,5,2021-02-26,2022-01-09,2022-01-14,220,182.1,6,Low (Plains),Low,0,5,58,Moderate,Maharashtra,168139288.87,606398378,439,6.6,0,0,1065,12,109.9,8,1.8,0,0,0,4,2021-22,0.47,0.984,0
Rural Development Project Mohali_01103,CSR - Rural Development,193362217.225691,509379476.689956,163.432786403877,496,813,317,2023-04-24,2024-09-01,2025-07-15,400,0,0,Moderate,High,4.6764,9,20.6,Moderate,Odisha,75262342.49,396212266.66,29,4.2,1,0,1296,21,118.5,-11.6,3,0,0,1,2,2023-24,0,0.61,1
Rural Development Project Shimla_01104,CSR - Rural Development,358939064.137206,912438952.519112,154.204416204286,419,661,242,2019-03-13,2020-05-05,2021-01-02,765,0,0,Medium (Undulating),Low,6.4299,9,92.1,High,Odisha,191050490.38,644807840.13,28,7.1,0,0,1461,20,99,-2.2,3.2,1,1,1,1,2019-20,0,0.634,1
Jodhpur-Madurai Transmission System 400kV_01105,Transmission System,54869511365.2201,40791622669.5177,-25.6570331053209,1388,1218,-170,2018-01-23,2021-11-11,2021-05-25,400,278.6,8,Moderate (Hilly),High,24.1814,38,145,Moderate,Rajasthan,47617179611.53,259419591156.32,3000,8.1,1,0,365,8,119.9,4.6,2.7,0,1,1,8,2018-19,122.19,1.14,0
Mumbai-Tuticorin Transmission System 220kV_01106,Transmission System (TBCB),9461034555.32777,11205938230.5433,18.4430536112237,962,920,-42,2012-05-18,2015-01-05,2014-11-24,220,186.1,33,Moderate,High,25.9916,11,30.7,Moderate,Karnataka,7697736984.84,45578562371.85,2893,6.8,2,1,977,5,118.7,-7.5,2.9,1,0,0,1,2012-13,32.55,1.046,0
Jabalpur-Warora Transmission System 400kV Phase-III_01107,Transmission System,12910325513.9627,14738344858.1898,14.1593590514044,1246,1178,-68,2014-11-07,2018-04-06,2018-01-28,400,1474.6,35,Low (Desert),Low,0,18,88.9,Low,0rthern Region,9624725487.98,57850205298.71,3000,7.8,0,1,1184,18,102.9,2.6,2.4,1,1,1,8,2014-15,5.2,1.058,0
Ahmedabad-Dehradun Transmission Line 220kV_01108,Transmission Line (D/C),3235268709.83005,4715338180.02518,45.7479610796494,852,854,2,2009-03-25,2011-07-25,2011-07-27,220,320.4,7,Low (Coastal),Low,0,6,54.1,Low,Gujarat,2242744019.05,11390271450.81,1201,6.7,0,0,636,8,116.8,8.8,1.9,0,1,0,2,2009-10,4.23,0.998,0
Ranchi-Jaisalmer Transmission Line 765kV Phase-I_01109,Transmission Line,13842044265.329,16299099204.2451,17.750665232811,710,828,118,2018-10-01,2020-09-10,2021-01-06,765,75.5,7,High (Hilly/Difficult),Moderate,33.6056,20,105.9,Low,Rajasthan,14495931946.93,54448684345.74,3000,7,0,0,410,10,99.2,7,2.4,0,1,1,3,2018-19,102.87,0.857,0
Healthcare Project Nashik_01110,CSR - Healthcare,407635871.37974,980990799.542961,140.653698170027,482,533,51,2016-07-16,2017-11-10,2017-12-31,765,0,0,Low (Plain),Moderate,0,4,47.9,Low,Rajasthan,167009764.64,996978566.44,26,7.5,0,1,252,19,110.1,-0.9,2.4,0,0,1,1,2016-17,0,0.904,0
Environment Project Bhopal_01111,CSR - Environment,88526729.8430053,261076162.726569,194.912240844732,332,394,62,2014-05-10,2015-04-07,2015-06-08,132,0,0,Low (Plain),Moderate,0,8,26.1,Moderate,Andhra Pradesh,39553221.55,159313018.8,25,8.3,0,1,739,14,112.4,8.7,3,1,0,0,3,2014-15,0,0.843,0
Healthcare Project Jamshedpur_01112,CSR - Healthcare,211964990.953983,586818612.580829,176.846950026868,499,480,-19,2020-02-05,2021-06-18,2021-05-30,400,0,0,Low (Plain),Low,0,7,47.1,Moderate,Sikkim,72907255.69,348885626.76,25,8.2,2,0,1197,9,103.5,3.1,3,0,1,0,2,2020-21,0,1.04,0
Communication System Nagaland_01113,Telecom,631079591.68183,1291825973.20945,104.700958522004,130,191,61,2021-04-05,2021-08-13,2021-10-13,400,270.3,7,Low (Plains),Low,0,9,55.2,Moderate,Nagaland,297195659.67,1420886488.48,605,6.8,0,1,839,10,111.6,6.9,3.4,1,0,0,4,2021-22,0.74,0.681,1
Communication System Maharashtra_01114,Communication System,1769184870.29447,3130635139.00437,76.9535333231346,244,355,111,2023-02-04,2023-10-06,2024-01-25,765,103.7,0,High (Hilly),High,31.4201,15,66.9,Low,Maharashtra,1114617548,5752414995.14,475,8.3,1,1,783,9,103,6.8,2.8,0,0,0,5,2023-24,7.17,0.687,0
Korba-Hapur Transmission System 765/400kV_01115,Transmission System,49186982797.012,42869470313.4055,-12.8438707242483,927,1216,289,2017-11-14,2020-05-29,2021-03-14,765,123.2,14,Moderate,Low,19.5973,40,156.7,Moderate,Andhra Pradesh,53534985843.66,267203877313.95,3000,6.6,0,0,958,8,117.4,10.4,2.9,0,1,1,3,2017-18,267.24,0.762,1
Korba-Hapur Transmission System 765/400kV_01115,Transmission System,49186982797.012,42869470313.4055,-12.8438707242483,927,1216,289,2017-11-14,2020-05-29,2021-03-14,400,123.2,14,Moderate,Low,19.5973,40,156.7,Moderate,Andhra Pradesh,53534985843.66,267203877313.95,3000,6.6,0,0,958,8,117.4,10.4,2.9,0,1,1,3,2017-18,267.24,0.762,1
Solar Generation Bina_01116,Solar Generation,571468773.831471,1292905418.36467,126.242531100387,495,528,33,2014-05-20,2015-09-27,2015-10-30,220,58.7,4,Low (Plain),Medium,0,11,71.1,Moderate,Tamil Nadu,292860844.38,1418775646.29,268,8,1,1,817,13,113.6,13.5,1.6,1,0,1,6,2014-15,3.6,0.938,1
Ujjain-Sambalpur Transmission Line 132kV Phase-II_01117,Transmission Line,7803154341.28047,11170019668.987,43.1474911356685,724,773,49,2020-05-17,2022-05-11,2022-06-29,132,93.4,6,Moderate,High,11.4663,13,81.6,Low,0rthern Region,6108409360.77,28161352895.03,1870,8.1,0,0,764,11,112.4,-4.1,2.5,0,1,0,8,2020-21,33.31,0.937,0
Dhanbad-Fatehgarh Transmission System 220kV_01118,Transmission System,29972961455.8937,28786630522.3218,-3.95800373385711,669,504,-165,2017-01-12,2018-11-12,2018-05-31,220,779.3,25,Low (Desert),Low,0,25,177.9,High,Gujarat,38566793984.94,151487236757.43,3000,7.3,2,1,853,11,109.9,13.4,1.4,0,1,1,2,2017-18,26.64,1.327,0
Gurgaon-Rajkot Transmission System 765kV Phase-I_01119,Transmission System,51193197892.2389,42033899197.5699,-17.8916322319798,556,748,192,2008-10-03,2010-04-12,2010-10-21,765,1877.1,31,Low (Plain),Low,0,40,148.6,Medium,West Bengal,80447746264.01,295893450884.19,3000,7.6,0,1,1498,25,103.3,-0.1,2.5,0,1,1,4,2008-09,20.78,0.743,1
Mysore-Fatehgarh Transmission System 765/400/220kV_01120,Transmission System,35670408608.6327,34788859929.0309,-2.47137252974588,1771,1844,73,2021-09-25,2026-08-01,2026-10-13,765,1394.4,13,Moderate,Moderate,214.7594,34,136,Medium,Andhra Pradesh,34352074457.66,185455195504.68,3000,6.6,1,0,1096,17,102.8,0.4,2.2,0,1,1,2,2021-22,17.35,0.96,0
Mysore-Fatehgarh Transmission System 765/400/220kV_01120,Transmission System,35670408608.6327,34788859929.0309,-2.47137252974588,1771,1844,73,2021-09-25,2026-08-01,2026-10-13,400,1394.4,13,Moderate,Moderate,214.7594,34,136,Medium,Andhra Pradesh,34352074457.66,185455195504.68,3000,6.6,1,0,1096,17,102.8,0.4,2.2,0,1,1,2,2021-22,17.35,0.96,0
Mysore-Fatehgarh Transmission System 765/400/220kV_01120,Transmission System,35670408608.6327,34788859929.0309,-2.47137252974588,1771,1844,73,2021-09-25,2026-08-01,2026-10-13,220,1394.4,13,Moderate,Moderate,214.7594,34,136,Medium,Andhra Pradesh,34352074457.66,185455195504.68,3000,6.6,1,0,1096,17,102.8,0.4,2.2,0,1,1,2,2021-22,17.35,0.96,0
Pondicherry-Kur0ol Transmission System 765kV_01121,Transmission System,61372297235.7407,52908467306.5809,-13.7909615744852,618,679,61,2020-01-01,2021-09-10,2021-11-10,765,1571.5,31,Low (Urban),High,0,40,164.3,Low,Karnataka,69534721829.56,392886159203.77,3000,7.5,2,0,729,7,106.5,7.8,1.8,0,1,1,10,2020-21,33.64,0.91,0
Bokaro-Neemuch Transmission Line 220kV_01122,Transmission Line (D/C),5751088896.56484,8537442335.80435,48.4491457070645,776,794,18,2014-06-23,2016-08-07,2016-08-25,220,279.7,9,Low (Plain),High,0,6,55.9,High,Maharashtra,5147763910.48,24414413887.2,2032,8.2,0,0,1400,34,96.8,-0.8,2,0,1,0,1,2014-15,11.87,0.977,0
Gurgaon-Hyderabad Transmission Line 33kV_01123,Transmission Line,14152585340.1789,16684381983.9116,17.8892872424163,1069,1130,61,2013-10-20,2016-09-23,2016-11-23,33,132.5,3,Moderate (Hilly),Low,21.4114,16,58.7,Low,Madhya Pradesh,8656139624.75,57637229420.54,3000,7.8,1,0,889,14,104.3,4.8,3.2,0,0,0,3,2013-14,56.16,0.946,0
Vijayawada 132kV GIS Substation_01124,Substation,1551694776.64809,2624687423.60922,69.14972345779,582,596,14,2011-09-05,2013-04-09,2013-04-23,132,0,46,Low (Plains),Moderate,0,6,66.5,Low,Bihar,924953283.1,3771509626.8,212,7.7,2,0,972,5,101,0.8,3.5,0,0,0,1,2011-12,0,0.977,0
Grid Management Jalandhar_01125,Grid Management,1439174773.97621,2331709127.32711,62.0170926763092,341,326,-15,2022-04-14,2023-03-21,2023-03-06,765,439.3,1,Low (Urban),Moderate,0,6,54.6,Low,Maharashtra,1083673834.76,4019647790.76,1372,4.6,2,0,779,6,108.4,2,2.7,0,0,1,3,2022-23,1.73,1.046,1
Thiruvananthapuram-Kota Transmission System 400kV_01126,Transmission System (TBCB),27232287367.9961,26828899548.2274,-1.48128511688195,673,881,208,2011-06-19,2013-04-22,2013-11-16,400,35.4,40,High (Hilly/Difficult),Moderate,10.518,35,153.2,Low,Himachal Pradesh,37209666197.4,128148257239.56,3000,8.1,0,0,788,12,100.8,6.9,3.3,0,1,1,4,2011-12,496.31,0.764,1
Pune-Gwalior Transmission System 765kV_01127,Transmission System,63198694474.4502,53570778197.0578,-15.2343594396318,922,1078,156,2017-12-24,2020-07-03,2020-12-06,765,800,23,Low (Plain),Moderate,0,40,153.5,Low,Rajasthan,112381206576.22,384601361562.18,3000,8.2,2,1,542,17,108.1,5.2,1.8,1,1,1,1,2017-18,71.67,0.855,0
Solar Generation Panipat_01128,Solar Generation,695562253.769345,1312132494.47416,88.6434301694115,328,483,155,2024-12-14,2025-11-07,2026-04-11,220,178,7,Low (Plain),Low,0,6,34.1,Low,Punjab,306530833.12,1682100726.05,540,7.2,0,0,580,14,100.7,3.1,2.7,0,0,0,9,2024-25,1.1,0.679,0
Rural Electrification Kota_01129,Rural Electrification,963477758.315967,1984109296.14084,105.932028945723,334,495,161,2016-01-04,2016-12-03,2017-05-13,400,231.3,6,High (Hilly),Medium,72.2185,23,149.3,High,Uttar Pradesh,414012821.73,2163475187,656,4.3,3,1,756,17,97,1.6,3.2,1,1,1,6,2016-17,1.45,0.675,1
Pune 132kV GIS Substation_01130,Substation,5396315854.24685,6970789345.75481,29.1768223735248,661,632,-29,2018-03-11,2020-01-01,2019-12-03,132,0,24,Moderate,Moderate,5.2929,5,35.1,Low,Rajasthan,3399235744.57,18833757151.43,1389,7.1,1,0,339,5,114.5,6.3,1.9,1,0,0,1,2018-19,0,1.046,1
Kolkata-Dehradun Transmission Line 33kV_01131,Transmission Line,12582127933.0236,16061080496.1311,27.6499538204227,736,798,62,2017-10-15,2019-10-21,2019-12-22,33,203.5,10,Medium (Plateau),Moderate,23.0512,12,72.7,Low,Arunachal Pradesh,14150263442.88,60716800454.69,3000,7.7,2,1,2929,51,103.9,-1.9,4.2,1,0,1,7,2017-18,40.84,0.922,0
Firozabad 765/400kV GIS Substation_01132,Substation,13357819775.8899,14539877114.9484,8.84917867504193,291,363,72,2020-02-26,2020-12-13,2021-02-23,765,0,50,Low (Desert),Low,0,14,70.1,Low,Gujarat,19899228123.37,71278556488.68,2905,6.7,1,0,864,19,108.3,-0.5,1.3,0,0,1,1,2020-21,0,0.802,0
Firozabad 765/400kV GIS Substation_01132,Substation,13357819775.8899,14539877114.9484,8.84917867504193,291,363,72,2020-02-26,2020-12-13,2021-02-23,400,0,50,Low (Desert),Low,0,14,70.1,Low,Gujarat,19899228123.37,71278556488.68,2905,6.7,1,0,864,19,108.3,-0.5,1.3,0,0,1,1,2020-21,0,0.802,0
Khetri-Pondicherry Transmission System 400kV Phase-I_01133,Transmission System,17313865804.9554,18181054214.3483,5.00863538600754,1615,1670,55,2021-11-14,2026-04-17,2026-06-11,400,1248.4,22,Low (Plains),Low,0,18,62.6,Moderate,Jammu & Kashmir,23425600125.86,78206553163.58,3000,6.8,1,0,632,10,97.8,4,4.7,0,1,1,8,2021-22,9.16,0.967,0
Chennai-Bokaro Transmission System 132kV_01134,Transmission System (TBCB),9317262995.20382,11398761747.1087,22.3402382542634,837,774,-63,2008-02-17,2010-06-03,2010-04-01,132,174.5,39,Medium (Plateau),High,33.4319,10,24.6,Moderate,Andhra Pradesh,7063486522.8,37817760938.33,3000,7.2,0,0,662,18,109.4,7,2.8,0,0,0,2,2008-09,27.49,1.081,0
